dic_gloss,synonyms,sid,FSW
~답다1_2_2,"~답다1, 8",9801,M533x519S14702509x493S33b00482x483S20e00507x483S22604512x510S26500519x473S1f540518x441
~답다1_3_1,"~답다1, 1",12005,M510x522S10044495x479S20500491x511
~답다1_3_1,"~답다1, 2",12006,M535x572S34700482x483S11219464x550S11211508x552S23020487x523
~답다1_3_1,"~답다1, 3",12007,M542x611S30f00482x483S34810488x502S14d18482x527S14f10484x571S20500494x549S37702500x587S3770b471x545S22f00517x572
~답다1_3_1,"~답다1, 4",12010,M532x588S11038517x524S11030463x524S26a02518x561S26a16467x560S20500495x568S2fb04493x582S30122468x477S30122496x475S31630475x499S31630504x498S32a40522x500S32a30468x500
~답다1_3_1,"~답다1, 5",12013,M553x587S36904480x481S10050532x516S10058495x517S24202531x554S2421a494x553S32114489x492S2fb04516x581
~답다1_3_1,"~답다1, 6",12015,M554x583S17d40530x543S17d48491x543S2d511488x566S2d500528x524S36904480x481S32115490x491S2fb04516x577
~답다1_3_1,"~답다1, 7",12017,M531x523S10051486x492S10039469x493S20500485x478S22a04518x496S21400507x482
~답다1_3_1,"~답다1, 8",12018,M541x610S3770b470x544S22f00516x571S14d18481x526S14f10483x570S20500493x548S37702499x586S30900482x479
~답다1(≠하고도 남았을텐데),,34877,M559x592S33b00442x482S34700470x482S33b00497x482S34700523x483S10008492x562S10052487x539S20b00478x563S22f04508x555S21400521x546
~답다1(≠하고도 남았을텐데)_1_1,"~답다1(≠하고도 남았을텐데), 1",45834,M537x585S30104482x477S15d02510x537S15d0a454x537S26625485x563S22104481x543S30f30489x494S22104497x543
~답다1(≠하고도 남았을텐데)_1_1,"~답다1(≠하고도 남았을텐데), 2",45836,M585x544S30301449x477S19a00452x489S30301516x477S30f30522x495S20500529x513S12d02535x518S26504571x529
~답다1(≠하고도 남았을텐데)_1_1,"~답다1(≠하고도 남았을텐데), 3",45841,M627x592S30301438x481S1f54b424x560S36110449x512S15451454x538S22f03467x571S31030443x499S30101527x474S30f30534x491S15d11531x525S20500540x515S33b10538x510S22210534x503S10037568x546S10051594x532S20600564x572S22f04602x567S21400593x519S21400479x554
~답다1(≠하고도 남았을텐데)_1_1,"~답다1(≠하고도 남았을텐데), 4",45842,M521x599S30101481x477S36d00479x534S36110492x510S31b30488x498S20500476x550S16f02490x549S22b03462x572S22100446x592
~답다1(≠하고도 남았을텐데)_1_2,"~답다1(≠하고도 남았을텐데), 1",45845,M601x565S30f00433x490S1ce11434x538S30f00532x490S30154544x476S17d04542x538S26500569x538S22100589x542
~답다1(≠하고도 남았을텐데)_1_2,"~답다1(≠하고도 남았을텐데), 2",45848,M607x552S30f00430x484S1ce42422x522S2d200461x524S30f00534x481S34710545x504S1ce42537x530S28907582x523
~답다1(≠하고도 남았을텐데)_1_2,"~답다1(≠하고도 남았을텐데), 3",45850,M593x586S32103423x482S1f548429x528S15d50448x545S26500472x545S20700445x522S21414456x578S34710434x504S10039529x542S10051559x535S22f04568x568S20500546x522S33b00542x483S22210549x500S30f30549x489
~답다1(≠하고도 남았을텐데)_1_2,"~답다1(≠하고도 남았을텐데), 4",45852,M612x593S31900431x482S20500452x498S10010454x505S1f548431x540S33b00534x484S22200547x502S1f548532x534S26f00572x561S15d20549x547S20500546x546S21414555x585
~답다1(≠하고도 남았을텐데)_1_3,"~답다1(≠하고도 남았을텐데), 1",45903,M576x584S30103436x478S32113444x497S14c51425x533S22a04433x569S30103529x476S32113538x494S15d01539x508S26504562x522
