Handshape,Token Count,% Use,Gloss Count,% Gloss Coverage,Glosses Using this Handshape,Token Ct (cuml),Token Ct (cuml%)
S1c5,2,0.52%,1,0.34%,iesu (sid_83),361,93.52
S18d,2,0.52%,2,0.68%,"ma (sid_164), ま (マ, ma) (sid_251)",363,94.04
S166,2,0.52%,2,0.68%,"e (sid_135), ぇ (ェ, -e) (sid_304)",365,94.56
S17f,2,0.52%,1,0.34%,gakkou (sid_158),367,95.08
S10b,2,0.52%,2,0.68%,"watashi-hana (sid_13), 時間 (じかん, jikan, time) (sid_219)",369,95.6
S1bb,1,0.26%,1,0.34%,試す (sid_201),370,95.85
S1ec,1,0.26%,1,0.34%,江戸川 (Edogawa) (sid_189),371,96.11
S11a,1,0.26%,1,0.34%,"ら (ラ, ra) (sid_259)",372,96.37
S1e4,1,0.26%,1,0.34%,"も (モ, mo) (sid_255)",373,96.63
S171,1,0.26%,1,0.34%,寿司 (sid_199),374,96.89
S14a,1,0.26%,1,0.34%,"え (エ, e) (sid_224)",375,97.15
S10c,1,0.26%,1,0.34%,赤 (aka) (sid_315),376,97.41
S1d4,1,0.26%,1,0.34%,ko-hi- (sid_60),377,97.67
S1f0,1,0.26%,1,0.34%,tori (sid_140),378,97.93
S1ee,1,0.26%,1,0.34%,suki (sid_24),379,98.19
S1f9,1,0.26%,1,0.34%,sohu (sid_102),380,98.45
S198,1,0.26%,1,0.34%,sobo (sid_150),381,98.7
S18e,1,0.26%,1,0.34%,8 (sid_100),382,98.96
S1ed,1,0.26%,1,0.34%,Edogawaku (sid_20),383,99.22
S118,1,0.26%,1,0.34%,densya (sid_166),384,99.48
S1cf,1,0.26%,1,0.34%,Botan (sid_8),385,99.74
S155,1,0.26%,1,0.34%,逆終わり (sid_209),386,100.0
