Handshape,Token Count,% Use,Gloss Count,% Gloss Coverage,Glosses Using this Handshape,Token Ct (cuml),Token Ct (cuml%)
S1c5,22,1.4%,11,1.29%,"Bible (sid_630), Jesus (sid_650), discourage (sid_693), empty (sid_14), feel (sid_392), heart (sid_762), learn (sid_52), life (sid_401), medicine (sid_40), roam-around (sid_71), sick (sid_839)",1207,76.88
S106,21,1.34%,14,1.64%,"Egypt (sid_524), God-give-me (sid_270), X-x (sid_598), angry-face (sid_39), fast (sid_352), gift (sid_207), gift (sid_83), me-give-pl (sid_481), me-give-sg (sid_226), me-give-sg1 (sid_63), must (sid_544), old (sid_673), sex (sid_348), summer (sid_13)",1228,78.22
S101,20,1.27%,16,1.87%,"Adam-spelled (sid_199), D-d (sid_820), Daraga (sid_842), Deuteronomy (sid_54), about (sid_861), date (sid_559), do (sid_881), doctor (sid_564), doctrine (sid_906), door (sid_38), door (sid_567), dove-spelled (sid_537), sun (sid_798), what (sid_862), what-me-do (sid_877), what-you-do (sid_878)",1248,79.49
S110,16,1.02%,7,0.82%,"MRT (sid_432), hard (sid_788), problem (sid_297), quotation-marks (sid_674), search (sid_107), selfish (sid_369), selfish (sid_576)",1264,80.51
S187,15,0.96%,10,1.17%,"6 (sid_597), 6-months (sid_231), six (sid_33), watch (sid_402), we (sid_749), wine (sid_566), wood (sid_607), world (sid_897), worry (sid_573), worry (sid_585)",1279,81.46
S1fe,15,0.96%,11,1.29%,"Anna-spelled (sid_320), Canaan-spelled (sid_787), Lingyon-spelled (sid_496), Maryann-spelled (sid_403), Mayon-spelled (sid_444), N-n (sid_789), Noah (sid_45), Noah-spelled (sid_258), nephew (sid_203), niece (sid_442), raven-spelled (sid_728)",1294,82.42
S14a,15,0.96%,14,1.64%,"Excel (sid_26), Japhet-spelled (sid_628), June (sid_44), Legaspi-spelled (sid_255), Shem-spelled (sid_85), dove-spelled (sid_537), earth (sid_210), east (sid_186), enter (sid_792), ever (sid_281), example (sid_213), hell (sid_889), olive-spelled (sid_36), raven-spelled (sid_728)",1309,83.38
S154,15,0.96%,9,1.05%,"arm-swollen-l (sid_800), arm-swollen-r (sid_448), clouds (sid_141), hot (sid_312), legs-swollen (sid_657), liver-swollen (sid_351), neck-swollen (sid_845), rain (sid_509), rain (sid_583)",1324,84.33
S1bb,12,0.76%,7,0.82%,"8 (sid_575), eight (sid_483), grandfather (sid_256), grandmother (sid_192), lola (sid_105), lolo (sid_101), revenge (sid_540)",1336,85.1
S11e,12,0.76%,12,1.4%,"1st-Shem (sid_2), 2nd-Japhet (sid_457), 3 (sid_174), 3-days (sid_901), 3-floors (sid_215), 3-floors (sid_332), 3-weeks (sid_417), 3rd-Ham (sid_167), chicken (sid_338), chicken (sid_5), park (sid_305), park-mountain (sid_264)",1348,85.86
S10a,11,0.7%,7,0.82%,"command (sid_160), don-'t-know (sid_278), grapes (sid_112), sin (sid_890), sin (sid_99), temptation (sid_309), time (sid_796)",1359,86.56
S16f,10,0.64%,6,0.7%,"believe (sid_703), coat-2 (sid_804), husband (sid_536), married (sid_395), throw-coat (sid_473), wife (sid_31)",1369,87.2
S177,10,0.64%,8,0.94%,"about (sid_861), eat (sid_602), home (sid_169), in-my-body (sid_895), more (sid_84), more-more (sid_17), white (sid_319), who (sid_867)",1379,87.83
S16c,9,0.57%,8,0.94%,"cross (sid_898), earth (sid_887), in-my-body (sid_895), plant (sid_194), plant (sid_58), space (sid_495), spring (sid_617), word (sid_96)",1388,88.41
S1de,9,0.57%,9,1.05%,"G-g (sid_653), Genesis (sid_106), God (sid_11), Kulakog-spelled (sid_139), Legaspi-spelled (sid_255), Lingyon-spelled (sid_496), Tilmag-spelled (sid_289), gospel (sid_93), green (sid_581)",1397,88.98
S150,9,0.57%,6,0.7%,"angry (sid_771), coconut-young (sid_344), monkey (sid_30), want (sid_574), work-much (sid_616), young-coconut (sid_735)",1406,89.55
S144,9,0.57%,9,1.05%,"1st (sid_816), 2nd (sid_308), 3rd (sid_606), 4 (sid_572), 4 (sid_825), 4th (sid_358), four (sid_497), how-many (sid_647), invent (sid_236)",1415,90.13
S160,9,0.57%,4,0.47%,"accept (sid_108), forget (sid_751), revenge (sid_540), story (sid_643)",1424,90.7
S15b,8,0.51%,5,0.58%,"boat (sid_12), boat-float (sid_98), cover-mountain (sid_220), send-bird (sid_634), side (sid_584)",1432,91.21
S1d4,8,0.51%,7,0.82%,"1st (sid_816), 2nd (sid_308), 3rd (sid_606), 4th (sid_358), awake (sid_271), few (sid_738), spirit (sid_466)",1440,91.72
S152,7,0.45%,4,0.47%,"glue (sid_824), gone (sid_216), put (sid_275), who (sid_867)",1447,92.17
S181,7,0.45%,6,0.7%,"Noah (sid_45), drop (sid_78), get-bird (sid_399), hand-stretch (sid_117), hand-stretch1 (sid_519), stand-hand (sid_47)",1454,92.61
