canonical_gloss,synonyms,sid,FSW
chaussette-1,,344,M535x538S1d420506x462S1d428469x461S2d205502x500S2d214466x500S2fb04494x532
chaussette-2,,21,M543x521S15d59456x480S15d51477x498S20500493x487S2df08507x482S20500533x488
chaussure-vieux,,495,M521x515S10030479x485S21800503x488
chaussures,,33,M530x518S19a40502x498S19a48470x498S20600490x482
chaussures-1,,1278,M530x518S19a10502x498S19a18470x498S20600490x482
chaussures-2,,1266,M530x535S11001502x465S23004492x517S20e00499x499S1100a470x480
responsable,chef,1338,M525x520S36d00479x481S14732466x501S2c304498x496S20500478x487
chemin,,81,M527x541S2dd06511x464S2dd16474x463S2fb00492x459S11540511x511S11548478x511
chenille,,1380,M561x529S37a06484x510S15d1b528x506S11552531x484S26502532x471S11852502x485S11552469x483S11852439x482S22104534x484S22104469x484S26502468x471S20500501x506S20500439x508
chercher,,273,M557x548S33200482x482S11810503x521S20500522x514S2c601538x499
chercher,,427,M523x572S33200482x482S11810508x523S20e00487x522S2e600473x539
cherie,,502,M576x518S30006482x483S1ce00519x478S20800544x479S2a530557x479
cheval,,650,M545x517S30007482x482S30001482x482S10e20522x475S10e28463x474S20e00508x472S20e00481x471S2eb0e513x451S2eb1a458x452S2fb00494x442
cheval,,1355,
cheveux,,928,M551x529S36b00482x482S1d410517x479S20800515x470S26c00524x514
cheveux-longs,,1197,M541x544S30007480x482S15d01517x484S36d00479x524S20500508x468S22b04525x514
chez,,1269,M534x531S15a56465x485S18050473x504S2d201508x486S20e00511x519S22100516x469
chien,,172,M513x534S23004486x516S14440491x466S20500494x499
chien,,250,M554x567S23004529x549S14440528x512S20500499x534S36d00480x523S2ff00485x482S36d00478x561
Chili,,117,M521x534S1d452461x472S36d00479x467S20e00475x502S22f04469x520
Chine,,573,M524x580S36d00479x524S10002486x533S23c04501x553S20e00480x549S34e00482x482
Chine,,975,M525x519S11559474x494S11551495x494S20600503x480
Chine,,1199,M521x591S36d00479x521S2ff00482x482S23c04498x564S20e00480x564S19a12489x531
Chirac,,1159,M564x517S20e00551x501S1ee10519x490S26500550x480S22104552x466S33100482x482
choc-nez,,208,M536x517S33200482x482S20500522x486S20300521x501
chocolat,,478,M528x523S11551501x494S11559473x498S21100504x476
chocolat-1,,451,M528x523S11551501x494S11559473x498S20600497x476
chocolat-2,,1034,M535x523S11551493x498S11559465x489S20e00501x489S26a07514x476
Cholet,,243,M546x554S33200482x482S1f002492x522S20e00524x542S26a00519x526S22104524x513
choux,,1277,M527x529S15001472x481S15027499x483S21100492x515S20500494x471
ChristoG,,915,M537x543S30004482x482S14710493x521S20600515x522
chut,,695,M527x550S30a00482x482S34e00482x482S10010486x520S20500517x509
cinéma,cinema,1324,M535x532S14c0a465x469S14c02504x470S22f16480x496S22f02505x496S2fb04493x526
citoyen,,118,M525x567S30004482x482S21800492x525S10e00493x537S20e00513x542
Citroen,,66,M538x531S11521501x483S11529471x483S22a05525x507S22a13461x506S20500496x468S2fb04492x525
citron,,633,M519x515S16d40501x495S21800481x484
clair,,664,M544x585S31a00482x482S22a11472x538S20330484x557S20330503x557S14c00521x501S14c08454x502S22a07517x538S34400482x482S2fb04494x579
clair-1,,317,M544x594S30a00482x482S22a11472x538S20308490x559S20300498x566S14c00521x501S14c08454x502S22a07517x538S34400482x482S2fb04495x588S20500496x543
classe,,57,M527x531S20600504x520S15d39474x477S15d41501x469S22f04502x499
coca,,669,M534x519S15d20465x492S15d20515x492S26506491x502S22104472x481S22104522x481
cochon-2,,1059,M539x551S33100482x482S15300522x489S2e200519x519
cogner-tete,,248,M530x538S20320470x491S20320515x492S37800476x506S37800521x506S26502508x474S26516477x473S20500495x483S2fb00494x462
coin,,331,M532x528S14749468x507S14741511x506S20500493x472S26517477x486S26501507x486
Colombie,,602,M510x527S16d10492x473S2e000489x498
colorier,,623,M533x531S20e00500x509S15d3a466x470S11550476x491S26c0a518x504
combien,,61,M532x590S30a00482x482S34400482x482S1f530508x541S1f538469x540S22500509x563S22500480x563S2fb04494x584
comme,,460,M534x597S10050519x534S10058468x533S20500496x572S26502512x572S26516473x571S2fb04493x591S30c00482x482S34400482x482S36d00479x522
commencer,"début, debut",1329,M521x522S10020479x492S22b04505x491S21600487x492S2fb00495x478
comment,,725,M534x611S14c58467x527S14c50510x528S30a00482x482S2e230512x567S2e230469x566S2fb04493x605
comment---2,,637,M545x603S31000482x482S15a44454x538S15a4c533x538S14c34504x538S14c3c470x538S2e018460x572S2e000517x574
