canonical_gloss,synonyms,sid,FSW
intensité,"liste: MUSCULATION, liste: SPORTS, liste: DICO  BILINGUE, lexique SGBFSS",9234,M521x533S36d00479x468S20352493x518S26a00489x498
DACCA,"DHAKA, liste: GEOGRAPHIE, liste: ASIE, liste: CAPITALE, liste BANGLADESH",9893,M530x530S10040515x500S20500520x494S20500491x494S37605471x470S10050493x498S28a0a492x473
sachet,"liste: NOURRITURE, liste: ALIMENTATION, liste: DICO BILINGUE, lexique SGBFSS, liste: OBJETS",7584,M548x585S24402495x453S2441a452x454S10050491x480S10058474x480S10021488x429S10029460x429S20500485x513S20500484x416S1ce18461x555S1ce40483x552S26706506x566
papillon,"liste: ANIMAUX, liste: INSECTES, EMM5, liste: INSECTES, liste: DICO BILINGUE, lexique SGBFSS, liste: AB1, CCSS, JEU SignRadar 3, JEU SignRadar 4, liste: PAQUES",1660,AS15d01S15d09S20700S22115S22113M542x529S15d01481x485S15d09497x487S37703498x506S3770b479x507S22113523x493S22115459x490S20700493x470
revendications,"FMS45, liste: DROITS, liste: TRAVAIL, liste: EGALITE, liste: DICO BILINGUE, liste: POLITIQUE, lexique SGBFSS",5878,M540x545S30000482x482S30004482x482S10001515x481S10009462x515S20500494x469S20500498x520S10029458x458S28200514x450S10021510x423S28218460x484
attrait,,6339,M521x518S26510482x465S15008474x485S35a04482x483S26500503x451S15000496x471S2f900505x441S2f900484x456
chorégraphie,,521,AS16d20S15d3aS2880eS28806S20e00M534x520S15d3a466x499S16d20476x479S20e00522x499S2880e496x494S28806497x508
bienvenue,"liste: DICO BILINGUE, lexique SGBFSS, CCSS, VROOM, SENSIBILISATION MUSEE",3249,M559x543S15230539x457S15238442x461S26603526x493S26615455x496S22104468x493S22104525x490S18531508x523S18539468x524
jus de pamplemousse,"liste: ALIMENTATION, liste: BOISSON, liste: DICO  BILINGUE",9497,M577x565S2c415424x541S2c400537x541S15310513x538S15318479x538S15a18475x435S19a00488x439S22b04494x462S21100509x461
carte de vote,"liste: POLITIQUE, liste: DICO BILINGUE, lexique SGBFSS",8153,M538x573S27102502x444S16c20478x440S21100501x427S15d0a463x437S17d48486x551S18550505x558S22f04506x518S21010500x534
tige,"liste: NATURE, liste: VEGETAL, liste: DICO BILINGUE, lexique SGBFSS, liste: FLEURS, liste: AB1",5592,M528x532S22b00490x468S20500493x500S1f440499x514S1f448473x517
POSTFINANCE,"postfinance, liste: BANQUE, liste: FINANCE, liste: DICO BILINGUE, lexique SGBFSS",6927,M537x576S15d39488x549S20341490x514S20500490x542S20500500x534S26507482x533S21400482x571S20319477x434S20351495x439S26511464x425S28405515x458S20500494x428
POLYNESIE,"liste: GEOGRAPHIE, liste: OCEANIE, liste: PAYS, liste: EQUIPE TJ",4840,M542x517S30000482x482S15010462x458S2d508490x469S22000484x452S15020517x462
tu fais quoi ?,,6537,M518x551S1f558433x536S1f550464x536S20600449x520S32402482x483
échec,"échouer, liste: VERBES, liste: DICO  BILINGUE, lexique SGBFSS",9299,M583x524S36a00482x477S10052515x505S20500501x513S26602553x507
chimpanzé,"liste: ANIMAUX, EMM5, liste: MAMMIFERES, liste: DICO BILINGUE, liste: AFRIQUE, lexique SGBFSS",3267,AS15030S30004S21404S20500M545x535S30004482x483S15030519x484S21404494x520S20600490x524
intérieurement,,6104,M542x524S16d3a493x495S18550501x509S22f04517x492S36d00479x476S20500478x494
SAINT GOTHARD,"liste: GEOGRAPHIE, liste: SUISSE, liste: DICO BILINGUE",9861,M526x526S37800488x494S1ea10475x475S23004501x498
DOODLE,"liste: INTERNET, liste: INFORMATIQUE, lexique SGBFSS, liste: DICO BILINGUE",2463,M556x522S10110499x479S10118483x479S20500496x511S28706524x491S28712444x494
configuration CH-rde OK,"liste: CONFIGURATIONS, liste: DICO BILINGUE",4256,M511x515S1ce00489x485
horrible,,6160,M549x548S31000482x483S34100482x483S14e01521x491S26a02527x521
canon,"liste: MILITAIRE, liste: DICO BILINGUE, JEU FAMILLES CONFIGURATION, JEU SignRadar 6",26,AS10030S26c00M539x530S10030493x469S26c00512x482S37808499x498S15a56490x509S21100520x503S37706461x515S21400470x503
dérapage (comportement),déraper (comportement),5721,M523x540S15a48485x499S15a30491x513S20e00477x486S26634491x490S26707492x460
ange,"liste: BIBLE, FMS33, liste: DICO BILINGUE",5357,M596x517S2ff00482x482S14c10529x479S17610580x457S22b03556x470S22100570x483
BOMBAY,"liste: ASIE, liste: VILLES, liste: EQUIPE TJ",4935,M534x512S18510509x496S18518466x496S20602496x488
réveil,"liste: OBJETS, liste: TEMPS, liste: DICO BILINGUE, liste: MATIN, lexique SGBFSS",6707,M542x534S27202523x466S15a1a488x508S37800506x502S37806458x514S10a20488x477
pierres (caillot),,3200,M523x539S1ce40501x502S1ce48478x509S26501489x496S26507505x483S26502487x475S26507499x461
langue étrangère,"liste: LANGUE, liste: COMMUNICATION, liste: PAYS, liste: DICO BILINGUE, FMS64, liste: POLITIQUE",6834,M558x620S33b00484x433S27307530x453S2731f462x452S1dc28452x415S1dc09478x462S1dc01504x462S1dc20534x420S20500497x466S30000481x532S30004481x532S18010509x528S18018462x568S2e00f519x549S2e017462x586
VEYSONNAZ,"liste: GEOGRAPHIE, liste: SUISSE, liste: VALAIS, liste: VILLAGE, liste: DICO  BILINGUE, lexique SGBFSS",8975,M545x527S10e21456x473S22c31486x498S22d07508x490
novembre,"liste: MOIS, liste: TEMPS, liste: DICO BILINGUE, lexique SGBFSS, MEDSIGN-niv1-cours3b",2591,M547x563S33b00482x483S11502513x511S2e601518x529
adulte,"FMS58, liste: PERSONNE, liste: DICO BILINGUE, CCSS",1153,M521x532S28a00497x477S18010491x517S2f900479x468
crampons,"liste: SPORTS, liste: FOOTBALL, MiniDicoSA11-12.04, lexique SGBFSS",1311,M519x535S15d58489x465S15351482x494S22a00490x520S20500507x498S21404504x491
rond,"liste: GEOMETRIE, liste: FORME, liste: DICO  BILINGUE, lexique SGBFSS",9190,M535x531S10021505x470S28f30488x481S28f08465x477
subjectif,liste MB philo & IEIP,2581,M518x525S10028483x493S10e50501x495S20700500x474
prononcer,"liste: VERBES, liste: COMMUNICATION, liste: DICO BILINGUE, lexique SGBFSS",7972,M523x536S33b00482x483S10002493x521S2eb00471x504
menu,"FMS9, liste: ALIMENTATION, liste: NOURRITURE, liste: RESTAURANT, liste: DICO BILINGUE, lexique SGBFSS, VROOM",2060,M527x527S15d08484x472S18010497x479S20500473x475S20500473x488S20500473x501S22b04507x497
raquette,"raquette de tennis, liste: SPORTS, liste: DICO  BILINGUE, lexique SGBFSS",9191,M537x575S10021499x426S10029466x426S28b0c516x451S28b14464x451S20309487x519S20301498x531S22b05513x551
table,"liste: MEUBLES, liste: DICO BILINGUE, lexique SGBFSS, JEU SignRadar 3, liste MB MEUBLES/OBJETS",1447,M547x521S15a50500x478S15a58486x478S20500494x510S26606517x485S26612453x486
ARGOVIE,"liste: GEOGRAPHIE, liste: CANTON, liste: SUISSE, liste: DICO BILINGUE, lexique SGBFSS, liste: ARGOVIE",2245,M527x541S15050501x479S15058473x459S2b704505x517S2b714474x500
critiquer,"liste: VERBE, liste: DICO BILINGUE, lexique SGBFSS",10039,M528x533S37900490x493S20348482x500S26a00501x508S10a20473x468S20600506x493
en haut,"liste: CIRCULATION, liste: EMPLACEMENT, liste: DEPLACEMENTS, liste: DICO BILINGUE, lexique SGBFSS, liste: CONTRAIRE",4116,M567x518S10010542x469S2ff00482x483S22f00542x449
négocier,"liste: VERBES, liste: DICO BILINGUE, lexique SGBFSS",7930,M556x570S33b00482x483S1ea10502x530S1ea18477x549S27100516x519S27114450x531
blanchisserie,"liste: SERVICES, liste: MAGASINS, liste: DICO  BILINGUE, lexique SGBFSS, pressing",9000,M526x569S1f739475x436S1f751484x432S27103499x451S21100509x432S17620489x553S26500489x533S15220487x497
choc,liste: PSYCHOLOGIE,3639,AS16d02S16d0aS23128S21100S31a00S34400M527x608S16d02486x571S36d00479x529S16d0a488x591S2f900494x542S31a00482x482S34400482x482S21100514x553S23128484x551
en-dessous,"XYZ, PS à discuter",3203,M525x528S1811a480x471S18150513x499S2c600491x482S21404475x488
aérophagie3,,409,M521x553S13f3a488x524S36d00479x447S20500502x508S10034497x482
porno,"pornographique, pornographie, liste: SEXUALITE, liste: PISOURD, liste: DICO  BILINGUE",1867,AS20310S26a04S20600S33100M546x517S33100482x482S20310492x492S20600520x494S26a04519x477
otarie,"liste: ANIMAUX, liste: MER, EMM5, liste: DICO BILINGUE, liste: ANIMAUX DE LA MER, lexique SGBFSS",4637,M544x518S2ff00482x483S1f452528x467S1f45a457x468S22a07511x472S22a11476x472S22204534x495S22204454x494
chariot élévateur,"liste: TRAVAIL, liste: DICO  BILINGUE, lexique SGBFSS, liste: CONSTRUCTION, liste: BATIMENT, liste: TRANSPORTS",8202,M546x537S11530513x505S11538471x507S22b00517x464S22b10468x464S22b04530x478S22b14455x480
camarade,"liste: ECOLE, EMM3, liste: RELATION, liste: DICO BILINGUE, lexique SGBFSS",4608,AS18010S26a02S20600S36d00M576x521S36d00479x495S18010527x494S20600515x479S26a02562x494
chauffer,"chauffage, liste: DICO BILINGUE, lexique SGBFSS, liste: VERBES, liste: Le grand voyage du petit mille pattes, liste: MAISON, liste: OBJETS DE LA MAISON",5450,M552x522S15030507x478S15038472x491S2eb00537x482S2eb44448x484
malin,"maligne, liste: DICO BILINGUE, liste: ADJECTIFS, JEU SIGNMATCH",5596,M548x526S1c510510x473S1c518459x474S23f03525x503S23f1b451x505S30007482x483S20500506x473S30001483x483S20500484x473
laver,"liste: VERBES, liste: MENAGE, liste: DICO BILINGUE, lexique SGBFSS",7911,M524x526S1f820476x482S37800485x494S2e500501x474
configuration D,,7016,M570x516S10100431x486S10110455x485S10120482x485S10130507x485S10140529x485S10150554x485
tension mammaire,"liste: GROSSESSE, liste: GYNECOLOGIE / OBSTETRIQUE, liste: DICO  BILINGUE",8699,M558x577S36d00479x423S1f502510x442S1f50a475x442S20600531x454S20600448x452S36d00480x532S15001510x550S15009462x550S26500544x558S26510442x559
Conseil National,"liste: POLITIQUE, liste: SUISSE, FMS22, liste: DICO BILINGUE",5059,
17,"dix-sept, liste: CHIFFRES / NOMBRES, liste: DICO BILINGUE, CCSS",9613,M542x527S14c0a464x474S23013458x501S23005517x501S1dc02508x474
luette,"liste: BOUCHE, liste: CORPS, liste: MEDECINE, liste: MEDICAL, liste: DICO BILINGUE, lexique SGBFSS, liste: PARTIES DU CORPS",8573,M522x544S34700482x483S10a12496x519S21800486x536
délégué,liste: POLITIQUE,4814,M516x538S20341489x494S20349489x517S20500506x511S2b820484x461
CHICAGO,"liste: GEOGRAPHIE, liste: USA, liste: VILLE, liste: DICO  BILINGUE, lexique SGBFSS",2111,M527x520S16d10474x480S23d04500x486
judiciaire,"liste: DICO BILINGUE, lexique SGBFSS, liste: ADJECTIF",10035,M592x583S1ce40457x417S1ce48426x433S23604461x449S23610409x418S14c50547x487S14c58518x488S28b0c572x518S28b14499x514S14c30546x550S14c38517x552
debout,"position debout, se tenir debout, liste: ADJECTIFS, liste: OPPOSES, liste: DICO  BILINGUE, lexique SGBFSS",4073,M517x532S15d39484x509S10e04493x490S22a04495x468S20500507x519
obstacle,"inaccessible, cul de sac, liste: DICO  BILINGUE, liste: EGALITE, lexique SGBFSS, liste MB divers",6350,M523x524S15d4a477x476S15d40484x497S20500511x486S26500509x503S2f900511x478
perforatrice,"liste: ECOLE, liste: MATERIEL SCOLAIRE, liste: DICO BILINGUE, lexique SGBFSS",6937,M518x525S1f740498x510S14f12497x476S22105482x491
recette,"liste: ALIMENTATION, liste: NOURRITURE, liste: DICO BILINGUE, lexique SGBFSS",7575,M521x532S15d08479x468S18010491x478S20612505x495
MAGALI BERTRAND,liste: SPS ECES,9118,M513x535S18d50490x465S2a40c488x499
