canonical_gloss,synonyms,sid,FSW
Color Anarajado,,2042,M546x518S32b10482x483S20500520x496S15320531x487S21900530x479
Color Beige,,2047,M546x533S33100482x483S21100503x493S28805519x493S14711525x513
Color Blanco,,2037,M528x571S1475a479x536S14730496x549S26506513x555S20e00481x557S21400480x551S31400482x483S34710493x505
Color Café,,2038,M524x581S16d40506x530S16d48489x561S21100491x544S21400490x537S31400482x483S34710493x505
Color Gris,,2046,M527x591S31400482x483S33f10490x504S15d39470x535S21100491x554S21400489x547S1dc41504x547S26c07494x573
Color Morado,,2045,M524x587S31400482x483S34410494x504S1470a476x548S21100485x534S21400486x528S14e50498x528S26c06505x560
Color Negro,,2041,M521x603S15d38471x536S21100492x543S11950494x559S21400492x536S26c00494x588S31400482x483S34810488x503
Color Rojo,,2039,M518x574S30004482x483S34410495x504S11a00493x521S23200487x554S31430489x494
Color Rosa,,2044,M540x580S31400482x483S34410495x504S15d39483x532S21100500x551S21400503x544S11a41510x534S26c07520x562
Color Verde,,2040,M536x585S15d39465x537S21100479x559S21400480x552S10e51493x542S26c0d518x565S31400482x483S34710492x505
Como,,2029,M521x570S31400482x483S34410496x504S20602495x534S15d20502x543S15d28480x543
compartir,,596,M534x525S15d39482x475S15d31494x483S20500490x498S2e718466x495S2e700519x495S2fc04491x514
Comprar,,351,M534x528S15d39466x478S1ed51488x490S26a07513x473S20500509x517
comunidad,,624,M529x604S16d20511x532S16d28471x532S2ff00482x483S36d00479x522S2880c517x556S28814469x557S16d40507x583S16d48469x584S2fb04490x572
Comunidad Sorda,,2031,M532x606S16d20513x500S16d28471x500S2df06507x472S31400483x429S34410496x451S2df1e475x473S20500496x468S20500496x512S31400482x537S34d10497x559S20500494x575S20500519x550S10010517x556S2df01496x582
