canonical_gloss,synonyms,sid,FSW
แพทย์,"หมอ, doctor",375,M523x534S11502484x469S2330a497x488S20e00483x480S37606478x466
อย่าลืมกันนะ,don't forget me,304,M528x531S19c21498x494S19c09473x501S20500491x488S26520489x470
การ์ดอย่าตก,don't let your guard down,472,M561x617S37600489x464S20311475x450S20319505x450S30c00482x410S2f900495x451S23606544x578S14c20518x582S22a24494x503S2fa00495x521S35010495x433S30142483x542
ลา,donkey,450,M535x518S30a00482x483S18020505x476S18028465x475S22114505x466S22114469x466
นกเขา (กลุ่ม),doves/pigeons,483,M542x629S33b00482x409S1f420462x434S22104462x424S15d27519x461S15d2f458x461S22e04519x487S22e14464x487S22a04493x614S32a00482x557S1551e486x595S33200482x513S30c30489x519S17730474x527
แมลงปอ,dragonfly/damselfly,373,M533x521S12d01479x494S12d09496x494S22115467x480S22113514x480
วาด,draw,447,M527x522S15d57474x478S19241497x483S2e73a502x506
นกแซงแซว (กลุ่ม),drongos,558,M542x619S33b00482x483S1f420462x508S22104462x498S15d27519x535S15d2f458x535S22e04519x561S22e14464x561S37b13492x606S22512451x590S1f418504x594S37b0b496x607S10e12466x594
โจมตี (ทิ้งระเบิด),drop bomb,455,M519x620S19c58488x521S15c12496x550S23404482x573S14d12487x590S2f700467x573S32a00482x483S30c30489x488
เป็ด,duck,479,M518x524S33b00482x483S13f20462x509S22114452x499
สระอี,"อี, vowel /iː/, e, ี",133,M508x508S14a20493x493
สระอิ,"อิ, vowel /i/, e', ิ",132,M514x517S10a20488x491S14a2c499x502S21c00487x483
โลก,"earth, world",269,M520x513S15420505x488S2df06481x489
ติมอร์ตะวันออก,East Timor,413,M539x518S2ff00482x483S10010521x470S10018464x470S21b00531x460S21b00461x460
ง่าย,easy,77,M531x523S14c38470x478S19241482x492S20e00511x494S26a04504x509
ง่าย,easy,197,M518x519S15a48483x484S19202495x481S22216513x498S20e00499x502
กิน,eat,476,M528x518S33b00482x483S17700508x501
ไข่,egg,317,M524x525S11559476x476S11551497x476S20e00494x496S22a04494x510
พี่,elder sibling,638,M553x535S2ff00482x483S18010523x491S22b00522x505
คนแก่,elderly person,654,M531x557S32a00482x488S30350495x477S37706506x532S22f04487x543S20302492x525
ช้าง,elephant,389,M518x571S2ff00482x483S17020487x499S17050487x551S25604492x522
กระตือรือร้น,enthusiastic,147,M540x603S15a40499x547S15a48487x539S27100500x578S27114457x570S2fb04491x597S33f00482x488S31a30489x498S21100494x526S30350495x477
โรคลมชัก,"โรคลมบ้าหมู, epilepsy",159,M529x559S15310514x534S15318471x534S32100482x488S2f900473x525S2f900516x526S34310493x511S30150495x477
เสมอภาค,"ความเสมอภาค, equality",175,M523x518S18210500x503S18218477x503S2eb26484x483
ยางลบ,eraser,453,M526x526S15a48474x483S1f503486x504S21100500x493S27100486x474
สระอือ,"อือ, vowel /ɯː/, eu, ื",135,M508x524S14a20493x477S11520493x494
นกกะรางหัวขวาน,Eurasian hoopoe,507,M518x554S33b00482x447S1f420462x473S21100474x509S2ff00482x519S14c10488x495S26500465x454S2b804452x502
นกกระจอกบ้าน,Eurasian Tree Sparrow,583,
ทุกปี,every year,622,M530x517S20300496x483S20308490x502S2e734514x489S20600471x489
ตัวอย่าง,"example, examplary",152,M517x534S10009484x504S15d20491x481S26a20490x466S21c00501x501
ออกกำลังกาย,exercise (physical activity),388,M533x529S20312485x488S2031a501x508S26a06519x482S26a12468x502S2fc00493x472S37b06500x494S37b0e485x514
คิ้ว,eyebrow,422,M550x518S30a00482x483S1f110511x491S2880a528x466S21100515x474
เฟสบุก,"Facebook, facebook",128,M524x542S1ce10500x512S1ce18478x512S2e005503x469S2e01d476x469S2fb00492x459
เฟสบุก,"Facebook, facebook",129,M531x515S1ce20469x485S14720517x492S26506495x500
แอปเมสเซนเจอร์,"เฟสบุกเมสเซนเจอร์, Messenger app, Facebook Messenger",130,M522x531S16d14479x470S10002492x478S2fb04494x525S22f02505x497S21d02490x501
สีหน้า,facial expression,650,
ครอบครัว,family,667,M523x537S15a00500x463S15a08488x463S2d50a504x493S2d512477x493S15a20500x510S15a28488x510
ฝรั่ง (คน),farang (westerners),529,M536x523S33200482x483S1ee00511x501S26500521x490S1f400506x471
พ่อ,father,636,M554x518S2ff00482x483S15d20520x487S1f612544x490
อา,father's younger sibling,663,M547x552S2ff00482x483S1ea10520x504S2e50e520x529
กินเลี้ยง,feast,475,M546x583S33b00482x483S17700508x501S17700500x568S17708480x568S26507511x552S26511476x552S14d10516x531S14d18454x531
กุมภาพันธ์,"ก.พ., February",242,M536x534S10120520x501S1002a496x492S10e08465x467S2c614476x508S22a11474x502S20e00505x510
feel,,9,M525x524S1d412474x476S22f04500x494S21100482x510
นิ้วมือ,finger,254,M524x522S14c0c476x478S10002494x498S20600482x511
ชื่อสะกดนิ้วมือ,fingerspelled name,606,
น้ำปลา,fish sauce,314,M518x522S19a21496x478S22f03482x501
ธง,"ธงชาติ, flag",58,M538x537S15d02471x484S37803496x496S15a1a501x525S37906463x529S20500528x523S27200466x462
